#
# $FreeBSD$
#
#	Name:             BIG5 to Unicode table (complete)
#	Unicode version:  1.1
#	Table version:    0.0d3
#	Table format:     Format A
#	Date:             11 February 1994
#
#	Copyright (c) 1991-1994 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on magnetic media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Recipient is granted the right to make copies in any form for
#	internal distribution and to freely use the information supplied
#	in the creation of products supporting Unicode.  Unicode, Inc.
#	specifically excludes the right to re-distribute this file directly
#	to third parties or other organizations whether for profit or not.
#
#	General notes:
#
#
# This table contains one set of mappings from BIG5 into Unicode.
# Note that these data are *possible* mappings only and may not be the
# same as those used by actual products, nor may they be the best suited
# for all uses.  For more information on the mappings between various code
# pages incorporating the repertoire of BIG5 and Unicode, consult the
# VENDORS mapping data.  Normative information on the mapping between
# BIG5 and Unicode may be found in the Unihan.txt file in the
# latest Unicode Character Database.
#
# If you have carefully considered the fact that the mappings in
# this table are only one possible set of mappings between BIG5 and
# Unicode and have no normative status, but still feel that you
# have located an error in the table that requires fixing, you may
# report any such error to errata@unicode.org.
#
#	WARNING!  It is currently impossible to provide round-trip compatibility
#		between BIG5 and Unicode.  
#
#	A number of characters are not currently mapped because
#		of conflicts with other mappings.  They are as follows:
#
#       BIG5        Description                    Comments
#
#       0xA15A      SPACING UNDERSCORE             duplicates A1C4
#       0xA1C3      SPACING HEAVY OVERSCORE        not in Unicode
#       0xA1C5      SPACING HEAVY UNDERSCORE       not in Unicode
#       0xA1FE      LT DIAG UP RIGHT TO LOW LEFT   duplicates A2AC
#       0xA240      LT DIAG UP LEFT TO LOW RIGHT   duplicates A2AD
#       0xA2CC      HANGZHOU NUMERAL TEN           conflicts with A451 mapping
#       0xA2CE      HANGZHOU NUMERAL THIRTY        conflicts with A4CA mapping
#
#	We currently map all of these characters to U+FFFD REPLACEMENT CHARACTER.
#		It is also possible to map these characters to their duplicates, or to
#		the user zone.  
#	
#	Notes:
#
#	1. In addition to the above, there is some uncertainty about the
#       mappings in the range C6A1 - C8FE, and F9DD - F9FE.  The ETEN
#	version of BIG5 organizes the former range differently, and adds
#	additional characters in the latter range.  The correct mappings
#	these ranges need to be determined.
#
#	2.  There is an uncertainty in the mapping of the Big Five character
#	0xA3BC.  This character occurs within the Big Five block of tone marks
#	for bopomofo and is intended to be the tone mark for the first tone in
#	Mandarin Chinese.  We have selected the mapping U+02C9 MODIFIER LETTER
#	MACRON (Mandarin Chinese first tone) to reflect this semantic.  
#	However, because bopomofo uses the absense of a tone mark to indicate
#	the first Mandarin tone, most implementations of Big Five represent
#	this character with a blank space, and so a mapping such as U+2003 EM
#	SPACE might be preferred.  
#
#	Format:  Three tab-separated columns
#		 Column #1 is the BIG5 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3  is the Unicode name (follows a comment sign, '#')
#			The official names for Unicode characters U+4E00
#			to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#			where XXXX is the code point.  Including all these
#			names in this file increases its size substantially
#			and needlessly.  The token "<CJK>" is used for the
#			name of these characters.  If necessary, it can be
#			expanded algorithmically by a parser or editor.
#
#	The entries are in BIG5 order
#
#
0xA140	0x3000	# IDEOGRAPHIC SPACE
0xE7AC	0x875A	# <CJK>
0xE7AD	0x8751	# <CJK>
0xE7AE	0x875E	# <CJK>
0xE7AF	0x876D	# <CJK>
0xE7B0	0x876A	# <CJK>
0xE7B1	0x8750	# <CJK>
0xE7B2	0x874E	# <CJK>
0xE7B3	0x875F	# <CJK>
0xE7B4	0x875D	# <CJK>
0xE7B5	0x876F	# <CJK>
0xE7B6	0x876C	# <CJK>
0xE7B7	0x877A	# <CJK>
0xE7B8	0x876E	# <CJK>
0xE7B9	0x875C	# <CJK>
0xE7BA	0x8765	# <CJK>
0xE7BB	0x874F	# <CJK>
0xE7BC	0x877B	# <CJK>
0xE7BD	0x8775	# <CJK>
0xE7BE	0x8762	# <CJK>
0xE7BF	0x8767	# <CJK>
0xE7C0	0x8769	# <CJK>
0xE7C1	0x885A	# <CJK>
0xE7C2	0x8905	# <CJK>
0xE7C3	0x890C	# <CJK>
0xE7C4	0x8914	# <CJK>
0xE7C5	0x890B	# <CJK>
0xE7C6	0x8917	# <CJK>
0xE7C7	0x8918	# <CJK>
0xE7C8	0x8919	# <CJK>
0xE7C9	0x8906	# <CJK>
0xE7CA	0x8916	# <CJK>
0xE7CB	0x8911	# <CJK>
0xE7CC	0x890E	# <CJK>
0xE7CD	0x8909	# <CJK>
0xE7CE	0x89A2	# <CJK>
0xE7CF	0x89A4	# <CJK>
0xE7D0	0x89A3	# <CJK>
0xE7D1	0x89ED	# <CJK>
0xE7D2	0x89F0	# <CJK>
0xE7D3	0x89EC	# <CJK>
0xE7D4	0x8ACF	# <CJK>
0xE7D5	0x8AC6	# <CJK>
0xE7D6	0x8AB8	# <CJK>
0xE7D7	0x8AD3	# <CJK>
0xE7D8	0x8AD1	# <CJK>
0xE7D9	0x8AD4	# <CJK>
0xE7DA	0x8AD5	# <CJK>
0xE7DB	0x8ABB	# <CJK>
0xE7DC	0x8AD7	# <CJK>
0xE7DD	0x8ABE	# <CJK>
0xE7DE	0x8AC0	# <CJK>
0xE7DF	0x8AC5	# <CJK>
0xE7E0	0x8AD8	# <CJK>
0xE7E1	0x8AC3	# <CJK>
0xE7E2	0x8ABA	# <CJK>
0xE7E3	0x8ABD	# <CJK>
0xE7E4	0x8AD9	# <CJK>
0xE7E5	0x8C3E	# <CJK>
0xE7E6	0x8C4D	# <CJK>
0xE7E7	0x8C8F	# <CJK>
0xE7E8	0x8CE5	# <CJK>
0xE7E9	0x8CDF	# <CJK>
0xE7EA	0x8CD9	# <CJK>
0xE7EB	0x8CE8	# <CJK>
0xE7EC	0x8CDA	# <CJK>
0xE7ED	0x8CDD	# <CJK>
0xE7EE	0x8CE7	# <CJK>
0xE7EF	0x8DA0	# <CJK>
0xE7F0	0x8D9C	# <CJK>
0xE7F1	0x8DA1	# <CJK>
0xE7F2	0x8D9B	# <CJK>
0xE7F3	0x8E20	# <CJK>
0xE7F4	0x8E23	# <CJK>
0xE7F5	0x8E25	# <CJK>
0xE7F6	0x8E24	# <CJK>
0xE7F7	0x8E2E	# <CJK>
0xE7F8	0x8E15	# <CJK>
0xE7F9	0x8E1B	# <CJK>
0xE7FA	0x8E16	# <CJK>
0xE7FB	0x8E11	# <CJK>
0xE7FC	0x8E19	# <CJK>
0xE7FD	0x8E26	# <CJK>
0xE7FE	0x8E27	# <CJK>
0xE840	0x8E14	# <CJK>
0xE841	0x8E12	# <CJK>
0xE842	0x8E18	# <CJK>
0xE843	0x8E13	# <CJK>
0xE844	0x8E1C	# <CJK>
0xE845	0x8E17	# <CJK>
0xE846	0x8E1A	# <CJK>
0xE847	0x8F2C	# <CJK>
0xE848	0x8F24	# <CJK>
0xE849	0x8F18	# <CJK>
0xE84A	0x8F1A	# <CJK>
0xE84B	0x8F20	# <CJK>
0xE84C	0x8F23	# <CJK>
0xE84D	0x8F16	# <CJK>
0xE84E	0x8F17	# <CJK>
0xE84F	0x9073	# <CJK>
0xE850	0x9070	# <CJK>
0xE851	0x906F	# <CJK>
0xE852	0x9067	# <CJK>
0xE853	0x906B	# <CJK>
0xE854	0x912F	# <CJK>
0xE855	0x912B	# <CJK>
0xE856	0x9129	# <CJK>
0xE857	0x912A	# <CJK>
0xE858	0x9132	# <CJK>
0xE859	0x9126	# <CJK>
0xE85A	0x912E	# <CJK>
0xE85B	0x9185	# <CJK>
0xE85C	0x9186	# <CJK>
0xE85D	0x918A	# <CJK>
0xE85E	0x9181	# <CJK>
0xE85F	0x9182	# <CJK>
0xE860	0x9184	# <CJK>
0xE861	0x9180	# <CJK>
0xE862	0x92D0	# <CJK>
0xE863	0x92C3	# <CJK>
0xE864	0x92C4	# <CJK>
0xE865	0x92C0	# <CJK>
0xE866	0x92D9	# <CJK>
0xE867	0x92B6	# <CJK>
0xE868	0x92CF	# <CJK>
0xE869	0x92F1	# <CJK>
0xE86A	0x92DF	# <CJK>
0xE86B	0x92D8	# <CJK>
0xE86C	0x92E9	# <CJK>
0xE86D	0x92D7	# <CJK>
0xE86E	0x92DD	# <CJK>
0xE86F	0x92CC	# <CJK>
0xE870	0x92EF	# <CJK>
0xE871	0x92C2	# <CJK>
0xE872	0x92E8	# <CJK>
0xE873	0x92CA	# <CJK>
0xE874	0x92C8	# <CJK>
0xE875	0x92CE	# <CJK>
0xE876	0x92E6	# <CJK>
0xE877	0x92CD	# <CJK>
0xE878	0x92D5	# <CJK>
0xE879	0x92C9	# <CJK>
0xE87A	0x92E0	# <CJK>
0xE87B	0x92DE	# <CJK>
0xE87C	0x92E7	# <CJK>
0xE87D	0x92D1	# <CJK>
0xE87E	0x92D3	# <CJK>
0xE8A1	0x92B5	# <CJK>
0xE8A2	0x92E1	# <CJK>
0xE8A3	0x92C6	# <CJK>
0xE8A4	0x92B4	# <CJK>
0xE8A5	0x957C	# <CJK>
0xE8A6	0x95AC	# <CJK>
0xE8A7	0x95AB	# <CJK>
0xE8A8	0x95AE	# <CJK>
0xE8A9	0x95B0	# <CJK>
0xE8AA	0x96A4	# <CJK>
0xE8AB	0x96A2	# <CJK>
0xE8AC	0x96D3	# <CJK>
0xE8AD	0x9705	# <CJK>
0xE8AE	0x9708	# <CJK>
0xE8AF	0x9702	# <CJK>
0xE8B0	0x975A	# <CJK>
0xE8B1	0x978A	# <CJK>
0xE8B2	0x978E	# <CJK>
0xE8B3	0x9788	# <CJK>
0xE8B4	0x97D0	# <CJK>
0xE8B5	0x97CF	# <CJK>
0xE8B6	0x981E	# <CJK>
0xE8B7	0x981D	# <CJK>
0xE8B8	0x9826	# <CJK>
0xE8B9	0x9829	# <CJK>
0xE8BA	0x9828	# <CJK>
0xE8BB	0x9820	# <CJK>
0xE8BC	0x981B	# <CJK>
0xE8BD	0x9827	# <CJK>
0xE8BE	0x98B2	# <CJK>
0xE8BF	0x9908	# <CJK>
0xE8C0	0x98FA	# <CJK>
0xE8C1	0x9911	# <CJK>
0xE8C2	0x9914	# <CJK>
0xE8C3	0x9916	# <CJK>
0xE8C4	0x9917	# <CJK>
0xE8C5	0x9915	# <CJK>
0xE8C6	0x99DC	# <CJK>
0xE8C7	0x99CD	# <CJK>
0xE8C8	0x99CF	# <CJK>
0xE8C9	0x99D3	# <CJK>
0xE8CA	0x99D4	# <CJK>
0xE8CB	0x99CE	# <CJK>
0xE8CC	0x99C9	# <CJK>
0xE8CD	0x99D6	# <CJK>
0xE8CE	0x99D8	# <CJK>
0xE8CF	0x99CB	# <CJK>
0xE8D0	0x99D7	# <CJK>
0xE8D1	0x99CC	# <CJK>
0xE8D2	0x9AB3	# <CJK>
0xE8D3	0x9AEC	# <CJK>
0xE8D4	0x9AEB	# <CJK>
0xE8D5	0x9AF3	# <CJK>
0xE8D6	0x9AF2	# <CJK>
0xE8D7	0x9AF1	# <CJK>
0xE8D8	0x9B46	# <CJK>
0xE8D9	0x9B43	# <CJK>
0xE8DA	0x9B67	# <CJK>
0xE8DB	0x9B74	# <CJK>
0xE8DC	0x9B71	# <CJK>
0xE8DD	0x9B66	# <CJK>
0xE8DE	0x9B76	# <CJK>
0xE8DF	0x9B75	# <CJK>
0xE8E0	0x9B70	# <CJK>
0xE8E1	0x9B68	# <CJK>
0xE8E2	0x9B64	# <CJK>
0xE8E3	0x9B6C	# <CJK>
0xE8E4	0x9CFC	# <CJK>
0xE8E5	0x9CFA	# <CJK>
0xE8E6	0x9CFD	# <CJK>
0xE8E7	0x9CFF	# <CJK>
0xE8E8	0x9CF7	# <CJK>
0xE8E9	0x9D07	# <CJK>
0xE8EA	0x9D00	# <CJK>
0xE8EB	0x9CF9	# <CJK>
0xE8EC	0x9CFB	# <CJK>
0xE8ED	0x9D08	# <CJK>
0xE8EE	0x9D05	# <CJK>
0xE8EF	0x9D04	# <CJK>
0xE8F0	0x9E83	# <CJK>
0xE8F1	0x9ED3	# <CJK>
0xE8F2	0x9F0F	# <CJK>
0xE8F3	0x9F10	# <CJK>
0xE8F4	0x511C	# <CJK>
0xE8F5	0x5113	# <CJK>
0xE8F6	0x5117	# <CJK>
0xE8F7	0x511A	# <CJK>
0xE8F8	0x5111	# <CJK>
0xE8F9	0x51DE	# <CJK>
0xE8FA	0x5334	# <CJK>
0xE8FB	0x53E1	# <CJK>
0xE8FC	0x5670	# <CJK>
0xE8FD	0x5660	# <CJK>
0xE8FE	0x566E	# <CJK>
0xE940	0x5673	# <CJK>
0xE941	0x5666	# <CJK>
0xE942	0x5663	# <CJK>
0xE943	0x566D	# <CJK>
0xE944	0x5672	# <CJK>
0xE945	0x565E	# <CJK>
0xE946	0x5677	# <CJK>
0xE947	0x571C	# <CJK>
0xE948	0x571B	# <CJK>
0xE949	0x58C8	# <CJK>
0xE94A	0x58BD	# <CJK>
0xE94B	0x58C9	# <CJK>
0xE94C	0x58BF	# <CJK>
0xE94D	0x58BA	# <CJK>
0xE94E	0x58C2	# <CJK>
0xE94F	0x58BC	# <CJK>
0xE950	0x58C6	# <CJK>
0xE951	0x5B17	# <CJK>
0xE952	0x5B19	# <CJK>
0xE953	0x5B1B	# <CJK>
0xE954	0x5B21	# <CJK>
0xE955	0x5B14	# <CJK>
0xE956	0x5B13	# <CJK>
0xE957	0x5B10	# <CJK>
0xE958	0x5B16	# <CJK>
0xE959	0x5B28	# <CJK>
0xE95A	0x5B1A	# <CJK>
0xE95B	0x5B20	# <CJK>
0xE95C	0x5B1E	# <CJK>
0xE95D	0x5BEF	# <CJK>
0xE95E	0x5DAC	# <CJK>
0xE95F	0x5DB1	# <CJK>
0xE960	0x5DA9	# <CJK>
0xE961	0x5DA7	# <CJK>
0xE962	0x5DB5	# <CJK>
0xE963	0x5DB0	# <CJK>
0xE964	0x5DAE	# <CJK>
0xE965	0x5DAA	# <CJK>
0xE966	0x5DA8	# <CJK>
0xE967	0x5DB2	# <CJK>
0xE968	0x5DAD	# <CJK>
0xE969	0x5DAF	# <CJK>
0xE96A	0x5DB4	# <CJK>
0xE96B	0x5E67	# <CJK>
0xE96C	0x5E68	# <CJK>
0xE96D	0x5E66	# <CJK>
0xE96E	0x5E6F	# <CJK>
0xE96F	0x5EE9	# <CJK>
0xE970	0x5EE7	# <CJK>
0xE971	0x5EE6	# <CJK>
0xE972	0x5EE8	# <CJK>
0xE973	0x5EE5	# <CJK>
0xE974	0x5F4B	# <CJK>
0xE975	0x5FBC	# <CJK>
0xE976	0x619D	# <CJK>
0xE977	0x61A8	# <CJK>
0xE978	0x6196	# <CJK>
0xE979	0x61C5	# <CJK>
0xE97A	0x61B4	# <CJK>
0xE97B	0x61C6	# <CJK>
0xE97C	0x61C1	# <CJK>
0xE97D	0x61CC	# <CJK>
0xE97E	0x61BA	# <CJK>
0xE9A1	0x61BF	# <CJK>
0xE9A2	0x61B8	# <CJK>
0xE9A3	0x618C	# <CJK>
0xE9A4	0x64D7	# <CJK>
0xE9A5	0x64D6	# <CJK>
0xE9A6	0x64D0	# <CJK>
0xE9A7	0x64CF	# <CJK>
0xE9A8	0x64C9	# <CJK>
0xE9A9	0x64BD	# <CJK>
0xE9AA	0x6489	# <CJK>
0xE9AB	0x64C3	# <CJK>
0xE9AC	0x64DB	# <CJK>
0xE9AD	0x64F3	# <CJK>
0xE9AE	0x64D9	# <CJK>
0xE9AF	0x6533	# <CJK>
0xE9B0	0x657F	# <CJK>
0xE9B1	0x657C	# <CJK>
0xE9B2	0x65A2	# <CJK>
0xE9B3	0x66C8	# <CJK>
0xE9B4	0x66BE	# <CJK>
0xE9B5	0x66C0	# <CJK>
0xE9B6	0x66CA	# <CJK>
0xE9B7	0x66CB	# <CJK>
0xE9B8	0x66CF	# <CJK>
0xE9B9	0x66BD	# <CJK>
0xE9BA	0x66BB	# <CJK>
0xE9BB	0x66BA	# <CJK>
0xE9BC	0x66CC	# <CJK>
0xE9BD	0x6723	# <CJK>
0xE9BE	0x6A34	# <CJK>
0xE9BF	0x6A66	# <CJK>
0xE9C0	0x6A49	# <CJK>
0xE9C1	0x6A67	# <CJK>
0xE9C2	0x6A32	# <CJK>
0xE9C3	0x6A68	# <CJK>
0xE9C4	0x6A3E	# <CJK>
0xE9C5	0x6A5D	# <CJK>
0xE9C6	0x6A6D	# <CJK>
0xE9C7	0x6A76	# <CJK>
0xE9C8	0x6A5B	# <CJK>
0xE9C9	0x6A51	# <CJK>
0xE9CA	0x6A28	# <CJK>
0xE9CB	0x6A5A	# <CJK>
0xE9CC	0x6A3B	# <CJK>
0xE9CD	0x6A3F	# <CJK>
0xE9CE	0x6A41	# <CJK>
0xE9CF	0x6A6A	# <CJK>
0xE9D0	0x6A64	# <CJK>
0xE9D1	0x6A50	# <CJK>
0xE9D2	0x6A4F	# <CJK>
0xE9D3	0x6A54	# <CJK>
0xE9D4	0x6A6F	# <CJK>
0xE9D5	0x6A69	# <CJK>
0xE9D6	0x6A60	# <CJK>
0xE9D7	0x6A3C	# <CJK>
0xE9D8	0x6A5E	# <CJK>
0xE9D9	0x6A56	# <CJK>
0xE9DA	0x6A55	# <CJK>
0xE9DB	0x6A4D	# <CJK>
0xE9DC	0x6A4E	# <CJK>
0xE9DD	0x6A46	# <CJK>
0xE9DE	0x6B55	# <CJK>
0xE9DF	0x6B54	# <CJK>
0xE9E0	0x6B56	# <CJK>
0xE9E1	0x6BA7	# <CJK>
0xE9E2	0x6BAA	# <CJK>
0xE9E3	0x6BAB	# <CJK>
0xE9E4	0x6BC8	# <CJK>
0xE9E5	0x6BC7	# <CJK>
0xE9E6	0x6C04	# <CJK>
0xE9E7	0x6C03	# <CJK>
0xE9E8	0x6C06	# <CJK>
0xE9E9	0x6FAD	# <CJK>
0xE9EA	0x6FCB	# <CJK>
0xE9EB	0x6FA3	# <CJK>
0xE9EC	0x6FC7	# <CJK>
0xE9ED	0x6FBC	# <CJK>
0xE9EE	0x6FCE	# <CJK>
0xE9EF	0x6FC8	# <CJK>
0xE9F0	0x6F5E	# <CJK>
0xE9F1	0x6FC4	# <CJK>
0xE9F2	0x6FBD	# <CJK>
0xE9F3	0x6F9E	# <CJK>
0xE9F4	0x6FCA	# <CJK>
0xE9F5	0x6FA8	# <CJK>
0xE9F6	0x7004	# <CJK>
0xE9F7	0x6FA5	# <CJK>
0xE9F8	0x6FAE	# <CJK>
0xE9F9	0x6FBA	# <CJK>
0xE9FA	0x6FAC	# <CJK>
0xE9FB	0x6FAA	# <CJK>
0xE9FC	0x6FCF	# <CJK>
0xE9FD	0x6FBF	# <CJK>
0xE9FE	0x6FB8	# <CJK>
0xEA40	0x6FA2	# <CJK>
0xEA41	0x6FC9	# <CJK>
0xEA42	0x6FAB	# <CJK>
0xEA43	0x6FCD	# <CJK>
0xEA44	0x6FAF	# <CJK>
0xEA45	0x6FB2	# <CJK>
0xEA46	0x6FB0	# <CJK>
0xEA47	0x71C5	# <CJK>
0xEA48	0x71C2	# <CJK>
0xEA49	0x71BF	# <CJK>
0xEA4A	0x71B8	# <CJK>
0xEA4B	0x71D6	# <CJK>
0xEA4C	0x71C0	# <CJK>
0xEA4D	0x71C1	# <CJK>
0xEA4E	0x71CB	# <CJK>
0xEA4F	0x71D4	# <CJK>
0xEA50	0x71CA	# <CJK>
0xEA51	0x71C7	# <CJK>
0xEA52	0x71CF	# <CJK>
0xEA53	0x71BD	# <CJK>
0xEA54	0x71D8	# <CJK>
0xEA55	0x71BC	# <CJK>
0xEA56	0x71C6	# <CJK>
0xEA57	0x71DA	# <CJK>
0xEA58	0x71DB	# <CJK>
0xEA59	0x729D	# <CJK>
0xEA5A	0x729E	# <CJK>
0xEA5B	0x7369	# <CJK>
0xEA5C	0x7366	# <CJK>
0xEA5D	0x7367	# <CJK>
0xEA5E	0x736C	# <CJK>
0xEA5F	0x7365	# <CJK>
0xEA60	0x736B	# <CJK>
0xEA61	0x736A	# <CJK>
0xEA62	0x747F	# <CJK>
0xEA63	0x749A	# <CJK>
0xEA64	0x74A0	# <CJK>
0xEA65	0x7494	# <CJK>
0xEA66	0x7492	# <CJK>
0xEA67	0x7495	# <CJK>
0xEA68	0x74A1	# <CJK>
0xEA69	0x750B	# <CJK>
0xEA6A	0x7580	# <CJK>
0xEA6B	0x762F	# <CJK>
0xEA6C	0x762D	# <CJK>
0xEA6D	0x7631	# <CJK>
0xEA6E	0x763D	# <CJK>
0xEA6F	0x7633	# <CJK>
0xEA70	0x763C	# <CJK>
0xEA71	0x7635	# <CJK>
0xEA72	0x7632	# <CJK>
0xEA73	0x7630	# <CJK>
0xEA74	0x76BB	# <CJK>
0xEA75	0x76E6	# <CJK>
0xEA76	0x779A	# <CJK>
0xEA77	0x779D	# <CJK>
0xEA78	0x77A1	# <CJK>
0xEA79	0x779C	# <CJK>
0xEA7A	0x779B	# <CJK>
0xEA7B	0x77A2	# <CJK>
0xEA7C	0x77A3	# <CJK>
0xEA7D	0x7795	# <CJK>
0xEA7E	0x7799	# <CJK>
0xEAA1	0x7797	# <CJK>
0xEAA2	0x78DD	# <CJK>
0xEAA3	0x78E9	# <CJK>
0xEAA4	0x78E5	# <CJK>
0xEAA5	0x78EA	# <CJK>
0xEAA6	0x78DE	# <CJK>
0xEAA7	0x78E3	# <CJK>
0xEAA8	0x78DB	# <CJK>
0xEAA9	0x78E1	# <CJK>
0xEAAA	0x78E2	# <CJK>
0xEAAB	0x78ED	# <CJK>
0xEAAC	0x78DF	# <CJK>
0xEAAD	0x78E0	# <CJK>
0xEAAE	0x79A4	# <CJK>
0xEAAF	0x7A44	# <CJK>
0xEAB0	0x7A48	# <CJK>
0xEAB1	0x7A47	# <CJK>
0xEAB2	0x7AB6	# <CJK>
0xEAB3	0x7AB8	# <CJK>
0xEAB4	0x7AB5	# <CJK>
0xEAB5	0x7AB1	# <CJK>
0xEAB6	0x7AB7	# <CJK>
0xEAB7	0x7BDE	# <CJK>
0xEAB8	0x7BE3	# <CJK>
0xEAB9	0x7BE7	# <CJK>
0xEABA	0x7BDD	# <CJK>
0xEABB	0x7BD5	# <CJK>
0xEABC	0x7BE5	# <CJK>
0xEABD	0x7BDA	# <CJK>
0xEABE	0x7BE8	# <CJK>
0xEABF	0x7BF9	# <CJK>
0xEAC0	0x7BD4	# <CJK>
0xEAC1	0x7BEA	# <CJK>
0xEAC2	0x7BE2	# <CJK>
0xEAC3	0x7BDC	# <CJK>
0xEAC4	0x7BEB	# <CJK>
0xEAC5	0x7BD8	# <CJK>
0xEAC6	0x7BDF	# <CJK>
0xEAC7	0x7CD2	# <CJK>
0xEAC8	0x7CD4	# <CJK>
0xEAC9	0x7CD7	# <CJK>
0xEACA	0x7CD0	# <CJK>
0xEACB	0x7CD1	# <CJK>
0xEACC	0x7E12	# <CJK>
0xEACD	0x7E21	# <CJK>
0xEACE	0x7E17	# <CJK>
0xEACF	0x7E0C	# <CJK>
0xEAD0	0x7E1F	# <CJK>
0xEAD1	0x7E20	# <CJK>
0xEAD2	0x7E13	# <CJK>
0xEAD3	0x7E0E	# <CJK>
0xEAD4	0x7E1C	# <CJK>
0xEAD5	0x7E15	# <CJK>
0xEAD6	0x7E1A	# <CJK>
0xEAD7	0x7E22	# <CJK>
0xEAD8	0x7E0B	# <CJK>
0xEAD9	0x7E0F	# <CJK>
0xEADA	0x7E16	# <CJK>
0xEADB	0x7E0D	# <CJK>
0xEADC	0x7E14	# <CJK>
0xEADD	0x7E25	# <CJK>
0xEADE	0x7E24	# <CJK>
0xEADF	0x7F43	# <CJK>
0xEAE0	0x7F7B	# <CJK>
0xEAE1	0x7F7C	# <CJK>
0xEAE2	0x7F7A	# <CJK>
0xEAE3	0x7FB1	# <CJK>
0xEAE4	0x7FEF	# <CJK>
0xEAE5	0x802A	# <CJK>
0xEAE6	0x8029	# <CJK>
0xEAE7	0x806C	# <CJK>
0xEAE8	0x81B1	# <CJK>
0xEAE9	0x81A6	# <CJK>
0xEAEA	0x81AE	# <CJK>
0xEAEB	0x81B9	# <CJK>
0xEAEC	0x81B5	# <CJK>
0xEAED	0x81AB	# <CJK>
0xEAEE	0x81B0	# <CJK>
0xEAEF	0x81AC	# <CJK>
0xEAF0	0x81B4	# <CJK>
0xEAF1	0x81B2	# <CJK>
0xEAF2	0x81B7	# <CJK>
0xEAF3	0x81A7	# <CJK>
0xEAF4	0x81F2	# <CJK>
0xEAF5	0x8255	# <CJK>
0xEAF6	0x8256	# <CJK>
0xEAF7	0x8257	# <CJK>
0xEAF8	0x8556	# <CJK>
0xEAF9	0x8545	# <CJK>
0xEAFA	0x856B	# <CJK>
0xEAFB	0x854D	# <CJK>
0xEAFC	0x8553	# <CJK>
0xEAFD	0x8561	# <CJK>
0xEAFE	0x8558	# <CJK>
0xEB40	0x8540	# <CJK>
0xEB41	0x8546	# <CJK>
0xEB42	0x8564	# <CJK>
0xEB43	0x8541	# <CJK>
0xEB44	0x8562	# <CJK>
0xEB45	0x8544	# <CJK>
0xEB46	0x8551	# <CJK>
0xEB47	0x8547	# <CJK>
0xEB48	0x8563	# <CJK>
0xEB49	0x853E	# <CJK>
0xEB4A	0x855B	# <CJK>
0xEB4B	0x8571	# <CJK>
0xEB4C	0x854E	# <CJK>
0xEB4D	0x856E	# <CJK>
0xEB4E	0x8575	# <CJK>
0xEB4F	0x8555	# <CJK>
0xEB50	0x8567	# <CJK>
0xEB51	0x8560	# <CJK>
0xEB52	0x858C	# <CJK>
0xEB53	0x8566	# <CJK>
0xEB54	0x855D	# <CJK>
0xEB55	0x8554	# <CJK>
0xEB56	0x8565	# <CJK>
0xEB57	0x856C	# <CJK>
0xEB58	0x8663	# <CJK>
0xEB59	0x8665	# <CJK>
0xEB5A	0x8664	# <CJK>
0xEB5B	0x879B	# <CJK>
0xEB5C	0x878F	# <CJK>
0xEB5D	0x8797	# <CJK>
0xEB5E	0x8793	# <CJK>
0xEB5F	0x8792	# <CJK>
0xEB60	0x8788	# <CJK>
0xEB61	0x8781	# <CJK>
0xEB62	0x8796	# <CJK>
0xEB63	0x8798	# <CJK>
0xEB64	0x8779	# <CJK>
0xEB65	0x8787	# <CJK>
0xEB66	0x87A3	# <CJK>
0xEB67	0x8785	# <CJK>
0xEB68	0x8790	# <CJK>
0xEB69	0x8791	# <CJK>
0xEB6A	0x879D	# <CJK>
0xEB6B	0x8784	# <CJK>
0xEB6C	0x8794	# <CJK>
0xEB6D	0x879C	# <CJK>
0xEB6E	0x879A	# <CJK>
0xEB6F	0x8789	# <CJK>
0xEB70	0x891E	# <CJK>
0xEB71	0x8926	# <CJK>
0xEB72	0x8930	# <CJK>
0xEB73	0x892D	# <CJK>
0xEB74	0x892E	# <CJK>
0xEB75	0x8927	# <CJK>
0xEB76	0x8931	# <CJK>
0xEB77	0x8922	# <CJK>
0xEB78	0x8929	# <CJK>
0xEB79	0x8923	# <CJK>
0xEB7A	0x892F	# <CJK>
0xEB7B	0x892C	# <CJK>
0xEB7C	0x891F	# <CJK>
0xEB7D	0x89F1	# <CJK>
0xEB7E	0x8AE0	# <CJK>
0xEBA1	0x8AE2	# <CJK>
0xEBA2	0x8AF2	# <CJK>
0xEBA3	0x8AF4	# <CJK>
0xEBA4	0x8AF5	# <CJK>
0xEBA5	0x8ADD	# <CJK>
0xEBA6	0x8B14	# <CJK>
0xEBA7	0x8AE4	# <CJK>
0xEBA8	0x8ADF	# <CJK>
0xEBA9	0x8AF0	# <CJK>
0xEBAA	0x8AC8	# <CJK>
0xEBAB	0x8ADE	# <CJK>
