#
# $FreeBSD$
#
#	Name:             eucCN-80 to Unicode table (complete, hex format)
#	Based on the GB2312.TXT
#
#	General notes:
#
#	The following algorithms can be used to change the hex form
#		of GB2312 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#
0xA1A1	0x3000	# IDEOGRAPHIC SPACE
0xD8BF	0x4E5C	# <CJK>
0xD8C0	0x4E69	# <CJK>
0xD8C1	0x4E93	# <CJK>
0xD8C2	0x8288	# <CJK>
0xD8C3	0x5B5B	# <CJK>
0xD8C4	0x556C	# <CJK>
0xD8C5	0x560F	# <CJK>
0xD8C6	0x4EC4	# <CJK>
0xD8C7	0x538D	# <CJK>
0xD8C8	0x539D	# <CJK>
0xD8C9	0x53A3	# <CJK>
0xD8CA	0x53A5	# <CJK>
0xD8CB	0x53AE	# <CJK>
0xD8CC	0x9765	# <CJK>
0xD8CD	0x8D5D	# <CJK>
0xD8CE	0x531A	# <CJK>
0xD8CF	0x53F5	# <CJK>
0xD8D0	0x5326	# <CJK>
0xD8D1	0x532E	# <CJK>
0xD8D2	0x533E	# <CJK>
0xD8D3	0x8D5C	# <CJK>
0xD8D4	0x5366	# <CJK>
0xD8D5	0x5363	# <CJK>
0xD8D6	0x5202	# <CJK>
0xD8D7	0x5208	# <CJK>
0xD8D8	0x520E	# <CJK>
0xD8D9	0x522D	# <CJK>
0xD8DA	0x5233	# <CJK>
0xD8DB	0x523F	# <CJK>
0xD8DC	0x5240	# <CJK>
0xD8DD	0x524C	# <CJK>
0xD8DE	0x525E	# <CJK>
0xD8DF	0x5261	# <CJK>
0xD8E0	0x525C	# <CJK>
0xD8E1	0x84AF	# <CJK>
0xD8E2	0x527D	# <CJK>
0xD8E3	0x5282	# <CJK>
0xD8E4	0x5281	# <CJK>
0xD8E5	0x5290	# <CJK>
0xD8E6	0x5293	# <CJK>
0xD8E7	0x5182	# <CJK>
0xD8E8	0x7F54	# <CJK>
0xD8E9	0x4EBB	# <CJK>
0xD8EA	0x4EC3	# <CJK>
0xD8EB	0x4EC9	# <CJK>
0xD8EC	0x4EC2	# <CJK>
0xD8ED	0x4EE8	# <CJK>
0xD8EE	0x4EE1	# <CJK>
0xD8EF	0x4EEB	# <CJK>
0xD8F0	0x4EDE	# <CJK>
0xD8F1	0x4F1B	# <CJK>
0xD8F2	0x4EF3	# <CJK>
0xD8F3	0x4F22	# <CJK>
0xD8F4	0x4F64	# <CJK>
0xD8F5	0x4EF5	# <CJK>
0xD8F6	0x4F25	# <CJK>
0xD8F7	0x4F27	# <CJK>
0xD8F8	0x4F09	# <CJK>
0xD8F9	0x4F2B	# <CJK>
0xD8FA	0x4F5E	# <CJK>
0xD8FB	0x4F67	# <CJK>
0xD8FC	0x6538	# <CJK>
0xD8FD	0x4F5A	# <CJK>
0xD8FE	0x4F5D	# <CJK>
0xD9A1	0x4F5F	# <CJK>
0xD9A2	0x4F57	# <CJK>
0xD9A3	0x4F32	# <CJK>
0xD9A4	0x4F3D	# <CJK>
0xD9A5	0x4F76	# <CJK>
0xD9A6	0x4F74	# <CJK>
0xD9A7	0x4F91	# <CJK>
0xD9A8	0x4F89	# <CJK>
0xD9A9	0x4F83	# <CJK>
0xD9AA	0x4F8F	# <CJK>
0xD9AB	0x4F7E	# <CJK>
0xD9AC	0x4F7B	# <CJK>
0xD9AD	0x4FAA	# <CJK>
0xD9AE	0x4F7C	# <CJK>
0xD9AF	0x4FAC	# <CJK>
0xD9B0	0x4F94	# <CJK>
0xD9B1	0x4FE6	# <CJK>
0xD9B2	0x4FE8	# <CJK>
0xD9B3	0x4FEA	# <CJK>
0xD9B4	0x4FC5	# <CJK>
0xD9B5	0x4FDA	# <CJK>
0xD9B6	0x4FE3	# <CJK>
0xD9B7	0x4FDC	# <CJK>
0xD9B8	0x4FD1	# <CJK>
0xD9B9	0x4FDF	# <CJK>
0xD9BA	0x4FF8	# <CJK>
0xD9BB	0x5029	# <CJK>
0xD9BC	0x504C	# <CJK>
0xD9BD	0x4FF3	# <CJK>
0xD9BE	0x502C	# <CJK>
0xD9BF	0x500F	# <CJK>
0xD9C0	0x502E	# <CJK>
0xD9C1	0x502D	# <CJK>
0xD9C2	0x4FFE	# <CJK>
0xD9C3	0x501C	# <CJK>
0xD9C4	0x500C	# <CJK>
0xD9C5	0x5025	# <CJK>
0xD9C6	0x5028	# <CJK>
0xD9C7	0x507E	# <CJK>
0xD9C8	0x5043	# <CJK>
0xD9C9	0x5055	# <CJK>
0xD9CA	0x5048	# <CJK>
0xD9CB	0x504E	# <CJK>
0xD9CC	0x506C	# <CJK>
0xD9CD	0x507B	# <CJK>
0xD9CE	0x50A5	# <CJK>
0xD9CF	0x50A7	# <CJK>
0xD9D0	0x50A9	# <CJK>
0xD9D1	0x50BA	# <CJK>
0xD9D2	0x50D6	# <CJK>
0xD9D3	0x5106	# <CJK>
0xD9D4	0x50ED	# <CJK>
0xD9D5	0x50EC	# <CJK>
0xD9D6	0x50E6	# <CJK>
0xD9D7	0x50EE	# <CJK>
0xD9D8	0x5107	# <CJK>
0xD9D9	0x510B	# <CJK>
0xD9DA	0x4EDD	# <CJK>
0xD9DB	0x6C3D	# <CJK>
0xD9DC	0x4F58	# <CJK>
0xD9DD	0x4F65	# <CJK>
0xD9DE	0x4FCE	# <CJK>
0xD9DF	0x9FA0	# <CJK>
0xD9E0	0x6C46	# <CJK>
0xD9E1	0x7C74	# <CJK>
0xD9E2	0x516E	# <CJK>
0xD9E3	0x5DFD	# <CJK>
0xD9E4	0x9EC9	# <CJK>
0xD9E5	0x9998	# <CJK>
0xD9E6	0x5181	# <CJK>
0xD9E7	0x5914	# <CJK>
0xD9E8	0x52F9	# <CJK>
0xD9E9	0x530D	# <CJK>
0xD9EA	0x8A07	# <CJK>
0xD9EB	0x5310	# <CJK>
0xD9EC	0x51EB	# <CJK>
0xD9ED	0x5919	# <CJK>
0xD9EE	0x5155	# <CJK>
0xD9EF	0x4EA0	# <CJK>
0xD9F0	0x5156	# <CJK>
0xD9F1	0x4EB3	# <CJK>
0xD9F2	0x886E	# <CJK>
0xD9F3	0x88A4	# <CJK>
0xD9F4	0x4EB5	# <CJK>
0xD9F5	0x8114	# <CJK>
0xD9F6	0x88D2	# <CJK>
0xD9F7	0x7980	# <CJK>
0xD9F8	0x5B34	# <CJK>
0xD9F9	0x8803	# <CJK>
0xD9FA	0x7FB8	# <CJK>
0xD9FB	0x51AB	# <CJK>
0xD9FC	0x51B1	# <CJK>
0xD9FD	0x51BD	# <CJK>
0xD9FE	0x51BC	# <CJK>
0xDAA1	0x51C7	# <CJK>
0xDAA2	0x5196	# <CJK>
0xDAA3	0x51A2	# <CJK>
0xDAA4	0x51A5	# <CJK>
0xDAA5	0x8BA0	# <CJK>
0xDAA6	0x8BA6	# <CJK>
0xDAA7	0x8BA7	# <CJK>
0xDAA8	0x8BAA	# <CJK>
0xDAA9	0x8BB4	# <CJK>
0xDAAA	0x8BB5	# <CJK>
0xDAAB	0x8BB7	# <CJK>
0xDAAC	0x8BC2	# <CJK>
0xDAAD	0x8BC3	# <CJK>
0xDAAE	0x8BCB	# <CJK>
0xDAAF	0x8BCF	# <CJK>
0xDAB0	0x8BCE	# <CJK>
0xDAB1	0x8BD2	# <CJK>
0xDAB2	0x8BD3	# <CJK>
0xDAB3	0x8BD4	# <CJK>
0xDAB4	0x8BD6	# <CJK>
0xDAB5	0x8BD8	# <CJK>
0xDAB6	0x8BD9	# <CJK>
0xDAB7	0x8BDC	# <CJK>
0xDAB8	0x8BDF	# <CJK>
0xDAB9	0x8BE0	# <CJK>
0xDABA	0x8BE4	# <CJK>
0xDABB	0x8BE8	# <CJK>
0xDABC	0x8BE9	# <CJK>
0xDABD	0x8BEE	# <CJK>
0xDABE	0x8BF0	# <CJK>
0xDABF	0x8BF3	# <CJK>
0xDAC0	0x8BF6	# <CJK>
0xDAC1	0x8BF9	# <CJK>
0xDAC2	0x8BFC	# <CJK>
0xDAC3	0x8BFF	# <CJK>
0xDAC4	0x8C00	# <CJK>
0xDAC5	0x8C02	# <CJK>
0xDAC6	0x8C04	# <CJK>
0xDAC7	0x8C07	# <CJK>
0xDAC8	0x8C0C	# <CJK>
0xDAC9	0x8C0F	# <CJK>
0xDACA	0x8C11	# <CJK>
0xDACB	0x8C12	# <CJK>
0xDACC	0x8C14	# <CJK>
0xDACD	0x8C15	# <CJK>
0xDACE	0x8C16	# <CJK>
0xDACF	0x8C19	# <CJK>
0xDAD0	0x8C1B	# <CJK>
0xDAD1	0x8C18	# <CJK>
0xDAD2	0x8C1D	# <CJK>
0xDAD3	0x8C1F	# <CJK>
0xDAD4	0x8C20	# <CJK>
0xDAD5	0x8C21	# <CJK>
0xDAD6	0x8C25	# <CJK>
0xDAD7	0x8C27	# <CJK>
0xDAD8	0x8C2A	# <CJK>
0xDAD9	0x8C2B	# <CJK>
0xDADA	0x8C2E	# <CJK>
0xDADB	0x8C2F	# <CJK>
0xDADC	0x8C32	# <CJK>
0xDADD	0x8C33	# <CJK>
0xDADE	0x8C35	# <CJK>
0xDADF	0x8C36	# <CJK>
0xDAE0	0x5369	# <CJK>
0xDAE1	0x537A	# <CJK>
0xDAE2	0x961D	# <CJK>
0xDAE3	0x9622	# <CJK>
0xDAE4	0x9621	# <CJK>
0xDAE5	0x9631	# <CJK>
0xDAE6	0x962A	# <CJK>
0xDAE7	0x963D	# <CJK>
0xDAE8	0x963C	# <CJK>
0xDAE9	0x9642	# <CJK>
0xDAEA	0x9649	# <CJK>
0xDAEB	0x9654	# <CJK>
0xDAEC	0x965F	# <CJK>
0xDAED	0x9667	# <CJK>
0xDAEE	0x966C	# <CJK>
0xDAEF	0x9672	# <CJK>
0xDAF0	0x9674	# <CJK>
0xDAF1	0x9688	# <CJK>
0xDAF2	0x968D	# <CJK>
0xDAF3	0x9697	# <CJK>
0xDAF4	0x96B0	# <CJK>
0xDAF5	0x9097	# <CJK>
0xDAF6	0x909B	# <CJK>
0xDAF7	0x909D	# <CJK>
0xDAF8	0x9099	# <CJK>
0xDAF9	0x90AC	# <CJK>
0xDAFA	0x90A1	# <CJK>
0xDAFB	0x90B4	# <CJK>
0xDAFC	0x90B3	# <CJK>
0xDAFD	0x90B6	# <CJK>
0xDAFE	0x90BA	# <CJK>
0xDBA1	0x90B8	# <CJK>
0xDBA2	0x90B0	# <CJK>
0xDBA3	0x90CF	# <CJK>
0xDBA4	0x90C5	# <CJK>
0xDBA5	0x90BE	# <CJK>
0xDBA6	0x90D0	# <CJK>
0xDBA7	0x90C4	# <CJK>
0xDBA8	0x90C7	# <CJK>
0xDBA9	0x90D3	# <CJK>
0xDBAA	0x90E6	# <CJK>
0xDBAB	0x90E2	# <CJK>
0xDBAC	0x90DC	# <CJK>
0xDBAD	0x90D7	# <CJK>
0xDBAE	0x90DB	# <CJK>
0xDBAF	0x90EB	# <CJK>
0xDBB0	0x90EF	# <CJK>
0xDBB1	0x90FE	# <CJK>
0xDBB2	0x9104	# <CJK>
0xDBB3	0x9122	# <CJK>
0xDBB4	0x911E	# <CJK>
0xDBB5	0x9123	# <CJK>
0xDBB6	0x9131	# <CJK>
0xDBB7	0x912F	# <CJK>
0xDBB8	0x9139	# <CJK>
0xDBB9	0x9143	# <CJK>
0xDBBA	0x9146	# <CJK>
0xDBBB	0x520D	# <CJK>
0xDBBC	0x5942	# <CJK>
0xDBBD	0x52A2	# <CJK>
0xDBBE	0x52AC	# <CJK>
0xDBBF	0x52AD	# <CJK>
0xDBC0	0x52BE	# <CJK>
0xDBC1	0x54FF	# <CJK>
0xDBC2	0x52D0	# <CJK>
0xDBC3	0x52D6	# <CJK>
0xDBC4	0x52F0	# <CJK>
0xDBC5	0x53DF	# <CJK>
0xDBC6	0x71EE	# <CJK>
0xDBC7	0x77CD	# <CJK>
0xDBC8	0x5EF4	# <CJK>
0xDBC9	0x51F5	# <CJK>
0xDBCA	0x51FC	# <CJK>
0xDBCB	0x9B2F	# <CJK>
0xDBCC	0x53B6	# <CJK>
0xDBCD	0x5F01	# <CJK>
0xDBCE	0x755A	# <CJK>
0xDBCF	0x5DEF	# <CJK>
0xDBD0	0x574C	# <CJK>
0xDBD1	0x57A9	# <CJK>
0xDBD2	0x57A1	# <CJK>
0xDBD3	0x587E	# <CJK>
0xDBD4	0x58BC	# <CJK>
0xDBD5	0x58C5	# <CJK>
0xDBD6	0x58D1	# <CJK>
0xDBD7	0x5729	# <CJK>
0xDBD8	0x572C	# <CJK>
0xDBD9	0x572A	# <CJK>
0xDBDA	0x5733	# <CJK>
0xDBDB	0x5739	# <CJK>
0xDBDC	0x572E	# <CJK>
0xDBDD	0x572F	# <CJK>
0xDBDE	0x575C	# <CJK>
0xDBDF	0x573B	# <CJK>
0xDBE0	0x5742	# <CJK>
0xDBE1	0x5769	# <CJK>
0xDBE2	0x5785	# <CJK>
0xDBE3	0x576B	# <CJK>
0xDBE4	0x5786	# <CJK>
0xDBE5	0x577C	# <CJK>
0xDBE6	0x577B	# <CJK>
0xDBE7	0x5768	# <CJK>
0xDBE8	0x576D	# <CJK>
0xDBE9	0x5776	# <CJK>
0xDBEA	0x5773	# <CJK>
0xDBEB	0x57AD	# <CJK>
0xDBEC	0x57A4	# <CJK>
0xDBED	0x578C	# <CJK>
0xDBEE	0x57B2	# <CJK>
0xDBEF	0x57CF	# <CJK>
0xDBF0	0x57A7	# <CJK>
0xDBF1	0x57B4	# <CJK>
0xDBF2	0x5793	# <CJK>
0xDBF3	0x57A0	# <CJK>
0xDBF4	0x57D5	# <CJK>
0xDBF5	0x57D8	# <CJK>
0xDBF6	0x57DA	# <CJK>
0xDBF7	0x57D9	# <CJK>
0xDBF8	0x57D2	# <CJK>
0xDBF9	0x57B8	# <CJK>
0xDBFA	0x57F4	# <CJK>
0xDBFB	0x57EF	# <CJK>
0xDBFC	0x57F8	# <CJK>
0xDBFD	0x57E4	# <CJK>
0xDBFE	0x57DD	# <CJK>
0xDCA1	0x580B	# <CJK>
0xDCA2	0x580D	# <CJK>
0xDCA3	0x57FD	# <CJK>
0xDCA4	0x57ED	# <CJK>
0xDCA5	0x5800	# <CJK>
0xDCA6	0x581E	# <CJK>
0xDCA7	0x5819	# <CJK>
0xDCA8	0x5844	# <CJK>
0xDCA9	0x5820	# <CJK>
0xDCAA	0x5865	# <CJK>
0xDCAB	0x586C	# <CJK>
0xDCAC	0x5881	# <CJK>
0xDCAD	0x5889	# <CJK>
0xDCAE	0x589A	# <CJK>
0xDCAF	0x5880	# <CJK>
0xDCB0	0x99A8	# <CJK>
0xDCB1	0x9F19	# <CJK>
0xDCB2	0x61FF	# <CJK>
0xDCB3	0x8279	# <CJK>
0xDCB4	0x827D	# <CJK>
0xDCB5	0x827F	# <CJK>
0xDCB6	0x828F	# <CJK>
0xDCB7	0x828A	# <CJK>
0xDCB8	0x82A8	# <CJK>
0xDCB9	0x8284	# <CJK>
0xDCBA	0x828E	# <CJK>
0xDCBB	0x8291	# <CJK>
0xDCBC	0x8297	# <CJK>
0xDCBD	0x8299	# <CJK>
0xDCBE	0x82AB	# <CJK>
0xDCBF	0x82B8	# <CJK>
0xDCC0	0x82BE	# <CJK>
0xDCC1	0x82B0	# <CJK>
0xDCC2	0x82C8	# <CJK>
0xDCC3	0x82CA	# <CJK>
0xDCC4	0x82E3	# <CJK>
0xDCC5	0x8298	# <CJK>
0xDCC6	0x82B7	# <CJK>
0xDCC7	0x82AE	# <CJK>
0xDCC8	0x82CB	# <CJK>
0xDCC9	0x82CC	# <CJK>
0xDCCA	0x82C1	# <CJK>
0xDCCB	0x82A9	# <CJK>
0xDCCC	0x82B4	# <CJK>
0xDCCD	0x82A1	# <CJK>
0xDCCE	0x82AA	# <CJK>
0xDCCF	0x829F	# <CJK>
0xDCD0	0x82C4	# <CJK>
0xDCD1	0x82CE	# <CJK>
0xDCD2	0x82A4	# <CJK>
0xDCD3	0x82E1	# <CJK>
0xDCD4	0x8309	# <CJK>
0xDCD5	0x82F7	# <CJK>
0xDCD6	0x82E4	# <CJK>
0xDCD7	0x830F	# <CJK>
0xDCD8	0x8307	# <CJK>
0xDCD9	0x82DC	# <CJK>
0xDCDA	0x82F4	# <CJK>
0xDCDB	0x82D2	# <CJK>
0xDCDC	0x82D8	# <CJK>
0xDCDD	0x830C	# <CJK>
0xDCDE	0x82FB	# <CJK>
0xDCDF	0x82D3	# <CJK>
0xDCE0	0x8311	# <CJK>
0xDCE1	0x831A	# <CJK>
0xDCE2	0x8306	# <CJK>
0xDCE3	0x8314	# <CJK>
0xDCE4	0x8315	# <CJK>
0xDCE5	0x82E0	# <CJK>
0xDCE6	0x82D5	# <CJK>
0xDCE7	0x831C	# <CJK>
0xDCE8	0x8351	# <CJK>
0xDCE9	0x835B	# <CJK>
0xDCEA	0x835C	# <CJK>
0xDCEB	0x8308	# <CJK>
0xDCEC	0x8392	# <CJK>
0xDCED	0x833C	# <CJK>
0xDCEE	0x8334	# <CJK>
0xDCEF	0x8331	# <CJK>
0xDCF0	0x839B	# <CJK>
0xDCF1	0x835E	# <CJK>
0xDCF2	0x832F	# <CJK>
0xDCF3	0x834F	# <CJK>
0xDCF4	0x8347	# <CJK>
0xDCF5	0x8343	# <CJK>
0xDCF6	0x835F	# <CJK>
0xDCF7	0x8340	# <CJK>
0xDCF8	0x8317	# <CJK>
0xDCF9	0x8360	# <CJK>
0xDCFA	0x832D	# <CJK>
0xDCFB	0x833A	# <CJK>
0xDCFC	0x8333	# <CJK>
0xDCFD	0x8366	# <CJK>
0xDCFE	0x8365	# <CJK>
0xDDA1	0x8368	# <CJK>
0xDDA2	0x831B	# <CJK>
0xDDA3	0x8369	# <CJK>
0xDDA4	0x836C	# <CJK>
0xDDA5	0x836A	# <CJK>
0xDDA6	0x836D	# <CJK>
0xDDA7	0x836E	# <CJK>
0xDDA8	0x83B0	# <CJK>
0xDDA9	0x8378	# <CJK>
0xDDAA	0x83B3	# <CJK>
0xDDAB	0x83B4	# <CJK>
0xDDAC	0x83A0	# <CJK>
0xDDAD	0x83AA	# <CJK>
0xDDAE	0x8393	# <CJK>
0xDDAF	0x839C	# <CJK>
0xDDB0	0x8385	# <CJK>
0xDDB1	0x837C	# <CJK>
0xDDB2	0x83B6	# <CJK>
0xDDB3	0x83A9	# <CJK>
0xDDB4	0x837D	# <CJK>
0xDDB5	0x83B8	# <CJK>
0xDDB6	0x837B	# <CJK>
0xDDB7	0x8398	# <CJK>
0xDDB8	0x839E	# <CJK>
0xDDB9	0x83A8	# <CJK>
0xDDBA	0x83BA	# <CJK>
0xDDBB	0x83BC	# <CJK>
0xDDBC	0x83C1	# <CJK>
0xDDBD	0x8401	# <CJK>
0xDDBE	0x83E5	# <CJK>
0xDDBF	0x83D8	# <CJK>
0xDDC0	0x5807	# <CJK>
0xDDC1	0x8418	# <CJK>
0xDDC2	0x840B	# <CJK>
0xDDC3	0x83DD	# <CJK>
0xDDC4	0x83FD	# <CJK>
0xDDC5	0x83D6	# <CJK>
0xDDC6	0x841C	# <CJK>
0xDDC7	0x8438	# <CJK>
0xDDC8	0x8411	# <CJK>
0xDDC9	0x8406	# <CJK>
0xDDCA	0x83D4	# <CJK>
0xDDCB	0x83DF	# <CJK>
0xDDCC	0x840F	# <CJK>
0xDDCD	0x8403	# <CJK>
0xDDCE	0x83F8	# <CJK>
0xDDCF	0x83F9	# <CJK>
0xDDD0	0x83EA	# <CJK>
0xDDD1	0x83C5	# <CJK>
0xDDD2	0x83C0	# <CJK>
0xDDD3	0x8426	# <CJK>
0xDDD4	0x83F0	# <CJK>
0xDDD5	0x83E1	# <CJK>
0xDDD6	0x845C	# <CJK>
0xDDD7	0x8451	# <CJK>
0xDDD8	0x845A	# <CJK>
0xDDD9	0x8459	# <CJK>
0xDDDA	0x8473	# <CJK>
0xDDDB	0x8487	# <CJK>
0xDDDC	0x8488	# <CJK>
0xDDDD	0x847A	# <CJK>
0xDDDE	0x8489	# <CJK>
0xDDDF	0x8478	# <CJK>
0xDDE0	0x843C	# <CJK>
0xDDE1	0x8446	# <CJK>
0xDDE2	0x8469	# <CJK>
0xDDE3	0x8476	# <CJK>
0xDDE4	0x848C	# <CJK>
0xDDE5	0x848E	# <CJK>
0xDDE6	0x8431	# <CJK>
0xDDE7	0x846D	# <CJK>
0xDDE8	0x84C1	# <CJK>
0xDDE9	0x84CD	# <CJK>
0xDDEA	0x84D0	# <CJK>
0xDDEB	0x84E6	# <CJK>
0xDDEC	0x84BD	# <CJK>
0xDDED	0x84D3	# <CJK>
0xDDEE	0x84CA	# <CJK>
0xDDEF	0x84BF	# <CJK>
0xDDF0	0x84BA	# <CJK>
0xDDF1	0x84E0	# <CJK>
0xDDF2	0x84A1	# <CJK>
0xDDF3	0x84B9	# <CJK>
0xDDF4	0x84B4	# <CJK>
0xDDF5	0x8497	# <CJK>
0xDDF6	0x84E5	# <CJK>
0xDDF7	0x84E3	# <CJK>
0xDDF8	0x850C	# <CJK>
0xDDF9	0x750D	# <CJK>
0xDDFA	0x8538	# <CJK>
0xDDFB	0x84F0	# <CJK>
0xDDFC	0x8539	# <CJK>
0xDDFD	0x851F	# <CJK>
0xDDFE	0x853A	# <CJK>
0xDEA1	0x8556	# <CJK>
0xDEA2	0x853B	# <CJK>
0xDEA3	0x84FF	# <CJK>
0xDEA4	0x84FC	# <CJK>
0xDEA5	0x8559	# <CJK>
0xDEA6	0x8548	# <CJK>
0xDEA7	0x8568	# <CJK>
0xDEA8	0x8564	# <CJK>
0xDEA9	0x855E	# <CJK>
0xDEAA	0x857A	# <CJK>
0xDEAB	0x77A2	# <CJK>
0xDEAC	0x8543	# <CJK>
0xDEAD	0x8572	# <CJK>
0xDEAE	0x857B	# <CJK>
0xDEAF	0x85A4	# <CJK>
0xDEB0	0x85A8	# <CJK>
0xDEB1	0x8587	# <CJK>
0xDEB2	0x858F	# <CJK>
0xDEB3	0x8579	# <CJK>
0xDEB4	0x85AE	# <CJK>
0xDEB5	0x859C	# <CJK>
0xDEB6	0x8585	# <CJK>
0xDEB7	0x85B9	# <CJK>
0xDEB8	0x85B7	# <CJK>
0xDEB9	0x85B0	# <CJK>
0xDEBA	0x85D3	# <CJK>
0xDEBB	0x85C1	# <CJK>
0xDEBC	0x85DC	# <CJK>
0xDEBD	0x85FF	# <CJK>
0xDEBE	0x8627	# <CJK>
0xDEBF	0x8605	# <CJK>
0xDEC0	0x8629	# <CJK>
0xDEC1	0x8616	# <CJK>
0xDEC2	0x863C	# <CJK>
0xDEC3	0x5EFE	# <CJK>
0xDEC4	0x5F08	# <CJK>
0xDEC5	0x593C	# <CJK>
0xDEC6	0x5941	# <CJK>
0xDEC7	0x8037	# <CJK>
0xDEC8	0x5955	# <CJK>
0xDEC9	0x595A	# <CJK>
0xDECA	0x5958	# <CJK>
0xDECB	0x530F	# <CJK>
0xDECC	0x5C22	# <CJK>
0xDECD	0x5C25	# <CJK>
0xDECE	0x5C2C	# <CJK>
0xDECF	0x5C34	# <CJK>
0xDED0	0x624C	# <CJK>
0xDED1	0x626A	# <CJK>
0xDED2	0x629F	# <CJK>
0xDED3	0x62BB	# <CJK>
0xDED4	0x62CA	# <CJK>
0xDED5	0x62DA	# <CJK>
0xDED6	0x62D7	# <CJK>
0xDED7	0x62EE	# <CJK>
0xDED8	0x6322	# <CJK>
0xDED9	0x62F6	# <CJK>
0xDEDA	0x6339	# <CJK>
0xDEDB	0x634B	# <CJK>
0xDEDC	0x6343	# <CJK>
0xDEDD	0x63AD	# <CJK>
0xDEDE	0x63F6	# <CJK>
0xDEDF	0x6371	# <CJK>
0xDEE0	0x637A	# <CJK>
0xDEE1	0x638E	# <CJK>
0xDEE2	0x63B4	# <CJK>
0xDEE3	0x636D	# <CJK>
0xDEE4	0x63AC	# <CJK>
0xDEE5	0x638A	# <CJK>
0xDEE6	0x6369	# <CJK>
0xDEE7	0x63AE	# <CJK>
0xDEE8	0x63BC	# <CJK>
0xDEE9	0x63F2	# <CJK>
0xDEEA	0x63F8	# <CJK>
0xDEEB	0x63E0	# <CJK>
0xDEEC	0x63FF	# <CJK>
0xDEED	0x63C4	# <CJK>
0xDEEE	0x63DE	# <CJK>
0xDEEF	0x63CE	# <CJK>
0xDEF0	0x6452	# <CJK>
0xDEF1	0x63C6	# <CJK>
0xDEF2	0x63BE	# <CJK>
0xDEF3	0x6445	# <CJK>
0xDEF4	0x6441	# <CJK>
0xDEF5	0x640B	# <CJK>
0xDEF6	0x641B	# <CJK>
0xDEF7	0x6420	# <CJK>
0xDEF8	0x640C	# <CJK>
0xDEF9	0x6426	# <CJK>
0xDEFA	0x6421	# <CJK>
0xDEFB	0x645E	# <CJK>
0xDEFC	0x6484	# <CJK>
0xDEFD	0x646D	# <CJK>
0xDEFE	0x6496	# <CJK>
0xDFA1	0x647A	# <CJK>
0xDFA2	0x64B7	# <CJK>
0xDFA3	0x64B8	# <CJK>
0xDFA4	0x6499	# <CJK>
0xDFA5	0x64BA	# <CJK>
0xDFA6	0x64C0	# <CJK>
0xDFA7	0x64D0	# <CJK>
0xDFA8	0x64D7	# <CJK>
0xDFA9	0x64E4	# <CJK>
0xDFAA	0x64E2	# <CJK>
0xDFAB	0x6509	# <CJK>
0xDFAC	0x6525	# <CJK>
0xDFAD	0x652E	# <CJK>
0xDFAE	0x5F0B	# <CJK>
0xDFAF	0x5FD2	# <CJK>
0xDFB0	0x7519	# <CJK>
0xDFB1	0x5F11	# <CJK>
0xDFB2	0x535F	# <CJK>
0xDFB3	0x53F1	# <CJK>
0xDFB4	0x53FD	# <CJK>
0xDFB5	0x53E9	# <CJK>
0xDFB6	0x53E8	# <CJK>
0xDFB7	0x53FB	# <CJK>
0xDFB8	0x5412	# <CJK>
0xDFB9	0x5416	# <CJK>
0xDFBA	0x5406	# <CJK>
0xDFBB	0x544B	# <CJK>
0xDFBC	0x5452	# <CJK>
0xDFBD	0x5453	# <CJK>
0xDFBE	0x5454	# <CJK>
0xDFBF	0x5456	# <CJK>
0xDFC0	0x5443	# <CJK>
0xDFC1	0x5421	# <CJK>
0xDFC2	0x5457	# <CJK>
0xDFC3	0x5459	# <CJK>
0xDFC4	0x5423	# <CJK>
0xDFC5	0x5432	# <CJK>
0xDFC6	0x5482	# <CJK>
0xDFC7	0x5494	# <CJK>
0xDFC8	0x5477	# <CJK>
0xDFC9	0x5471	# <CJK>
0xDFCA	0x5464	# <CJK>
0xDFCB	0x549A	# <CJK>
0xDFCC	0x549B	# <CJK>
0xDFCD	0x5484	# <CJK>
0xDFCE	0x5476	# <CJK>
0xDFCF	0x5466	# <CJK>
0xDFD0	0x549D	# <CJK>
0xDFD1	0x54D0	# <CJK>
0xDFD2	0x54AD	# <CJK>
0xDFD3	0x54C2	# <CJK>
0xDFD4	0x54B4	# <CJK>
0xDFD5	0x54D2	# <CJK>
0xDFD6	0x54A7	# <CJK>
0xDFD7	0x54A6	# <CJK>
0xDFD8	0x54D3	# <CJK>
0xDFD9	0x54D4	# <CJK>
0xDFDA	0x5472	# <CJK>
0xDFDB	0x54A3	# <CJK>
0xDFDC	0x54D5	# <CJK>
0xDFDD	0x54BB	# <CJK>
0xDFDE	0x54BF	# <CJK>
0xDFDF	0x54CC	# <CJK>
0xDFE0	0x54D9	# <CJK>
0xDFE1	0x54DA	# <CJK>
0xDFE2	0x54DC	# <CJK>
0xDFE3	0x54A9	# <CJK>
0xDFE4	0x54AA	# <CJK>
0xDFE5	0x54A4	# <CJK>
0xDFE6	0x54DD	# <CJK>
0xDFE7	0x54CF	# <CJK>
0xDFE8	0x54DE	# <CJK>
0xDFE9	0x551B	# <CJK>
0xDFEA	0x54E7	# <CJK>
0xDFEB	0x5520	# <CJK>
0xDFEC	0x54FD	# <CJK>
0xDFED	0x5514	# <CJK>
