#
# $FreeBSD$
#
#	Name:             GB2312-80 to Unicode table (complete, hex format)
#	Unicode version:  3.0
#	Table version:    1.0
#	Table format:     Format A
#	Date:             1999 October 8
#	Author:           Ken Whistler <kenw@sybase.com>
#       Original authors: Glenn Adams, John H. Jenkin <jenkins@apple.com>
#
#	Copyright (c) 1991-1999 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on optical media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Unicode, Inc. hereby grants the right to freely use the information
#	supplied in this file in the creation of products supporting the
#	Unicode Standard, and to make copies of this file in any form for
#	internal or external distribution as long as this notice remains
#	attached.
#
#	General notes:
#
#	This table contains the datathe Unicode Consortium currently has on how
#       GB2312-80 characters map into Unicode.
#
#	Format:  Three tab-separated columns
#		 Column #1 is the GB2312 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3 the Unicode name (follows a comment sign, '#')
#					The official names for Unicode characters U+4E00
#					to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#					where XXXX is the code point.  Including all these
#					names in this file increases its size substantially
#					and needlessly.  The token "<CJK>" is used for the
#					name of these characters.  If necessary, it can be
#					expanded algorithmically by a parser or editor.
#
#	The entries are in GB2312 order
#
#	The following algorithms can be used to change the hex form
#		of GB2312 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#		To change hex to kuten form, first subtract 0x2020.  Then
#			the high and low bytes correspond to the ku and ten of
#			the kuten form.  For example, 0x2121 -> 0x0101 -> 0101;
#			0x777E -> 0x575E -> 8794
#
#	Version history
#	1.0 version updates 0.0d2 version by correcting mapping for 0x212C
#             from U+2225 to U+2016.
#
#	Updated versions of this file may be found in:
#		<ftp://ftp.unicode.org/Public/MAPPINGS/>
#
#	Any comments or problems, contact <errata@unicode.orgm>
#	Please note that <errata@unicode.org> is an archival address;
#	notices will be checked, but do not expect an immediate response.
#
#
0x2121	0x3000	# IDEOGRAPHIC SPACE
0x5828	0x4E98	# <CJK>
0x5829	0x4E1E	# <CJK>
0x582A	0x9B32	# <CJK>
0x582B	0x5B6C	# <CJK>
0x582C	0x5669	# <CJK>
0x582D	0x4E28	# <CJK>
0x582E	0x79BA	# <CJK>
0x582F	0x4E3F	# <CJK>
0x5830	0x5315	# <CJK>
0x5831	0x4E47	# <CJK>
0x5832	0x592D	# <CJK>
0x5833	0x723B	# <CJK>
0x5834	0x536E	# <CJK>
0x5835	0x6C10	# <CJK>
0x5836	0x56DF	# <CJK>
0x5837	0x80E4	# <CJK>
0x5838	0x9997	# <CJK>
0x5839	0x6BD3	# <CJK>
0x583A	0x777E	# <CJK>
0x583B	0x9F17	# <CJK>
0x583C	0x4E36	# <CJK>
0x583D	0x4E9F	# <CJK>
0x583E	0x9F10	# <CJK>
0x583F	0x4E5C	# <CJK>
0x5840	0x4E69	# <CJK>
0x5841	0x4E93	# <CJK>
0x5842	0x8288	# <CJK>
0x5843	0x5B5B	# <CJK>
0x5844	0x556C	# <CJK>
0x5845	0x560F	# <CJK>
0x5846	0x4EC4	# <CJK>
0x5847	0x538D	# <CJK>
0x5848	0x539D	# <CJK>
0x5849	0x53A3	# <CJK>
0x584A	0x53A5	# <CJK>
0x584B	0x53AE	# <CJK>
0x584C	0x9765	# <CJK>
0x584D	0x8D5D	# <CJK>
0x584E	0x531A	# <CJK>
0x584F	0x53F5	# <CJK>
0x5850	0x5326	# <CJK>
0x5851	0x532E	# <CJK>
0x5852	0x533E	# <CJK>
0x5853	0x8D5C	# <CJK>
0x5854	0x5366	# <CJK>
0x5855	0x5363	# <CJK>
0x5856	0x5202	# <CJK>
0x5857	0x5208	# <CJK>
0x5858	0x520E	# <CJK>
0x5859	0x522D	# <CJK>
0x585A	0x5233	# <CJK>
0x585B	0x523F	# <CJK>
0x585C	0x5240	# <CJK>
0x585D	0x524C	# <CJK>
0x585E	0x525E	# <CJK>
0x585F	0x5261	# <CJK>
0x5860	0x525C	# <CJK>
0x5861	0x84AF	# <CJK>
0x5862	0x527D	# <CJK>
0x5863	0x5282	# <CJK>
0x5864	0x5281	# <CJK>
0x5865	0x5290	# <CJK>
0x5866	0x5293	# <CJK>
0x5867	0x5182	# <CJK>
0x5868	0x7F54	# <CJK>
0x5869	0x4EBB	# <CJK>
0x586A	0x4EC3	# <CJK>
0x586B	0x4EC9	# <CJK>
0x586C	0x4EC2	# <CJK>
0x586D	0x4EE8	# <CJK>
0x586E	0x4EE1	# <CJK>
0x586F	0x4EEB	# <CJK>
0x5870	0x4EDE	# <CJK>
0x5871	0x4F1B	# <CJK>
0x5872	0x4EF3	# <CJK>
0x5873	0x4F22	# <CJK>
0x5874	0x4F64	# <CJK>
0x5875	0x4EF5	# <CJK>
0x5876	0x4F25	# <CJK>
0x5877	0x4F27	# <CJK>
0x5878	0x4F09	# <CJK>
0x5879	0x4F2B	# <CJK>
0x587A	0x4F5E	# <CJK>
0x587B	0x4F67	# <CJK>
0x587C	0x6538	# <CJK>
0x587D	0x4F5A	# <CJK>
0x587E	0x4F5D	# <CJK>
0x5921	0x4F5F	# <CJK>
0x5922	0x4F57	# <CJK>
0x5923	0x4F32	# <CJK>
0x5924	0x4F3D	# <CJK>
0x5925	0x4F76	# <CJK>
0x5926	0x4F74	# <CJK>
0x5927	0x4F91	# <CJK>
0x5928	0x4F89	# <CJK>
0x5929	0x4F83	# <CJK>
0x592A	0x4F8F	# <CJK>
0x592B	0x4F7E	# <CJK>
0x592C	0x4F7B	# <CJK>
0x592D	0x4FAA	# <CJK>
0x592E	0x4F7C	# <CJK>
0x592F	0x4FAC	# <CJK>
0x5930	0x4F94	# <CJK>
0x5931	0x4FE6	# <CJK>
0x5932	0x4FE8	# <CJK>
0x5933	0x4FEA	# <CJK>
0x5934	0x4FC5	# <CJK>
0x5935	0x4FDA	# <CJK>
0x5936	0x4FE3	# <CJK>
0x5937	0x4FDC	# <CJK>
0x5938	0x4FD1	# <CJK>
0x5939	0x4FDF	# <CJK>
0x593A	0x4FF8	# <CJK>
0x593B	0x5029	# <CJK>
0x593C	0x504C	# <CJK>
0x593D	0x4FF3	# <CJK>
0x593E	0x502C	# <CJK>
0x593F	0x500F	# <CJK>
0x5940	0x502E	# <CJK>
0x5941	0x502D	# <CJK>
0x5942	0x4FFE	# <CJK>
0x5943	0x501C	# <CJK>
0x5944	0x500C	# <CJK>
0x5945	0x5025	# <CJK>
0x5946	0x5028	# <CJK>
0x5947	0x507E	# <CJK>
0x5948	0x5043	# <CJK>
0x5949	0x5055	# <CJK>
0x594A	0x5048	# <CJK>
0x594B	0x504E	# <CJK>
0x594C	0x506C	# <CJK>
0x594D	0x507B	# <CJK>
0x594E	0x50A5	# <CJK>
0x594F	0x50A7	# <CJK>
0x5950	0x50A9	# <CJK>
0x5951	0x50BA	# <CJK>
0x5952	0x50D6	# <CJK>
0x5953	0x5106	# <CJK>
0x5954	0x50ED	# <CJK>
0x5955	0x50EC	# <CJK>
0x5956	0x50E6	# <CJK>
0x5957	0x50EE	# <CJK>
0x5958	0x5107	# <CJK>
0x5959	0x510B	# <CJK>
0x595A	0x4EDD	# <CJK>
0x595B	0x6C3D	# <CJK>
0x595C	0x4F58	# <CJK>
0x595D	0x4F65	# <CJK>
0x595E	0x4FCE	# <CJK>
0x595F	0x9FA0	# <CJK>
0x5960	0x6C46	# <CJK>
0x5961	0x7C74	# <CJK>
0x5962	0x516E	# <CJK>
0x5963	0x5DFD	# <CJK>
0x5964	0x9EC9	# <CJK>
0x5965	0x9998	# <CJK>
0x5966	0x5181	# <CJK>
0x5967	0x5914	# <CJK>
0x5968	0x52F9	# <CJK>
0x5969	0x530D	# <CJK>
0x596A	0x8A07	# <CJK>
0x596B	0x5310	# <CJK>
0x596C	0x51EB	# <CJK>
0x596D	0x5919	# <CJK>
0x596E	0x5155	# <CJK>
0x596F	0x4EA0	# <CJK>
0x5970	0x5156	# <CJK>
0x5971	0x4EB3	# <CJK>
0x5972	0x886E	# <CJK>
0x5973	0x88A4	# <CJK>
0x5974	0x4EB5	# <CJK>
0x5975	0x8114	# <CJK>
0x5976	0x88D2	# <CJK>
0x5977	0x7980	# <CJK>
0x5978	0x5B34	# <CJK>
0x5979	0x8803	# <CJK>
0x597A	0x7FB8	# <CJK>
0x597B	0x51AB	# <CJK>
0x597C	0x51B1	# <CJK>
0x597D	0x51BD	# <CJK>
0x597E	0x51BC	# <CJK>
0x5A21	0x51C7	# <CJK>
0x5A22	0x5196	# <CJK>
0x5A23	0x51A2	# <CJK>
0x5A24	0x51A5	# <CJK>
0x5A25	0x8BA0	# <CJK>
0x5A26	0x8BA6	# <CJK>
0x5A27	0x8BA7	# <CJK>
0x5A28	0x8BAA	# <CJK>
0x5A29	0x8BB4	# <CJK>
0x5A2A	0x8BB5	# <CJK>
0x5A2B	0x8BB7	# <CJK>
0x5A2C	0x8BC2	# <CJK>
0x5A2D	0x8BC3	# <CJK>
0x5A2E	0x8BCB	# <CJK>
0x5A2F	0x8BCF	# <CJK>
0x5A30	0x8BCE	# <CJK>
0x5A31	0x8BD2	# <CJK>
0x5A32	0x8BD3	# <CJK>
0x5A33	0x8BD4	# <CJK>
0x5A34	0x8BD6	# <CJK>
0x5A35	0x8BD8	# <CJK>
0x5A36	0x8BD9	# <CJK>
0x5A37	0x8BDC	# <CJK>
0x5A38	0x8BDF	# <CJK>
0x5A39	0x8BE0	# <CJK>
0x5A3A	0x8BE4	# <CJK>
0x5A3B	0x8BE8	# <CJK>
0x5A3C	0x8BE9	# <CJK>
0x5A3D	0x8BEE	# <CJK>
0x5A3E	0x8BF0	# <CJK>
0x5A3F	0x8BF3	# <CJK>
0x5A40	0x8BF6	# <CJK>
0x5A41	0x8BF9	# <CJK>
0x5A42	0x8BFC	# <CJK>
0x5A43	0x8BFF	# <CJK>
0x5A44	0x8C00	# <CJK>
0x5A45	0x8C02	# <CJK>
0x5A46	0x8C04	# <CJK>
0x5A47	0x8C07	# <CJK>
0x5A48	0x8C0C	# <CJK>
0x5A49	0x8C0F	# <CJK>
0x5A4A	0x8C11	# <CJK>
0x5A4B	0x8C12	# <CJK>
0x5A4C	0x8C14	# <CJK>
0x5A4D	0x8C15	# <CJK>
0x5A4E	0x8C16	# <CJK>
0x5A4F	0x8C19	# <CJK>
0x5A50	0x8C1B	# <CJK>
0x5A51	0x8C18	# <CJK>
0x5A52	0x8C1D	# <CJK>
0x5A53	0x8C1F	# <CJK>
0x5A54	0x8C20	# <CJK>
0x5A55	0x8C21	# <CJK>
0x5A56	0x8C25	# <CJK>
0x5A57	0x8C27	# <CJK>
0x5A58	0x8C2A	# <CJK>
0x5A59	0x8C2B	# <CJK>
0x5A5A	0x8C2E	# <CJK>
0x5A5B	0x8C2F	# <CJK>
0x5A5C	0x8C32	# <CJK>
0x5A5D	0x8C33	# <CJK>
0x5A5E	0x8C35	# <CJK>
0x5A5F	0x8C36	# <CJK>
0x5A60	0x5369	# <CJK>
0x5A61	0x537A	# <CJK>
0x5A62	0x961D	# <CJK>
0x5A63	0x9622	# <CJK>
0x5A64	0x9621	# <CJK>
0x5A65	0x9631	# <CJK>
0x5A66	0x962A	# <CJK>
0x5A67	0x963D	# <CJK>
0x5A68	0x963C	# <CJK>
0x5A69	0x9642	# <CJK>
0x5A6A	0x9649	# <CJK>
0x5A6B	0x9654	# <CJK>
0x5A6C	0x965F	# <CJK>
0x5A6D	0x9667	# <CJK>
0x5A6E	0x966C	# <CJK>
0x5A6F	0x9672	# <CJK>
0x5A70	0x9674	# <CJK>
0x5A71	0x9688	# <CJK>
0x5A72	0x968D	# <CJK>
0x5A73	0x9697	# <CJK>
0x5A74	0x96B0	# <CJK>
0x5A75	0x9097	# <CJK>
0x5A76	0x909B	# <CJK>
0x5A77	0x909D	# <CJK>
0x5A78	0x9099	# <CJK>
0x5A79	0x90AC	# <CJK>
0x5A7A	0x90A1	# <CJK>
0x5A7B	0x90B4	# <CJK>
0x5A7C	0x90B3	# <CJK>
0x5A7D	0x90B6	# <CJK>
0x5A7E	0x90BA	# <CJK>
0x5B21	0x90B8	# <CJK>
0x5B22	0x90B0	# <CJK>
0x5B23	0x90CF	# <CJK>
0x5B24	0x90C5	# <CJK>
0x5B25	0x90BE	# <CJK>
0x5B26	0x90D0	# <CJK>
0x5B27	0x90C4	# <CJK>
0x5B28	0x90C7	# <CJK>
0x5B29	0x90D3	# <CJK>
0x5B2A	0x90E6	# <CJK>
0x5B2B	0x90E2	# <CJK>
0x5B2C	0x90DC	# <CJK>
0x5B2D	0x90D7	# <CJK>
0x5B2E	0x90DB	# <CJK>
0x5B2F	0x90EB	# <CJK>
0x5B30	0x90EF	# <CJK>
0x5B31	0x90FE	# <CJK>
0x5B32	0x9104	# <CJK>
0x5B33	0x9122	# <CJK>
0x5B34	0x911E	# <CJK>
0x5B35	0x9123	# <CJK>
0x5B36	0x9131	# <CJK>
0x5B37	0x912F	# <CJK>
0x5B38	0x9139	# <CJK>
0x5B39	0x9143	# <CJK>
0x5B3A	0x9146	# <CJK>
0x5B3B	0x520D	# <CJK>
0x5B3C	0x5942	# <CJK>
0x5B3D	0x52A2	# <CJK>
0x5B3E	0x52AC	# <CJK>
0x5B3F	0x52AD	# <CJK>
0x5B40	0x52BE	# <CJK>
0x5B41	0x54FF	# <CJK>
0x5B42	0x52D0	# <CJK>
0x5B43	0x52D6	# <CJK>
0x5B44	0x52F0	# <CJK>
0x5B45	0x53DF	# <CJK>
0x5B46	0x71EE	# <CJK>
0x5B47	0x77CD	# <CJK>
0x5B48	0x5EF4	# <CJK>
0x5B49	0x51F5	# <CJK>
0x5B4A	0x51FC	# <CJK>
0x5B4B	0x9B2F	# <CJK>
0x5B4C	0x53B6	# <CJK>
0x5B4D	0x5F01	# <CJK>
0x5B4E	0x755A	# <CJK>
0x5B4F	0x5DEF	# <CJK>
0x5B50	0x574C	# <CJK>
0x5B51	0x57A9	# <CJK>
0x5B52	0x57A1	# <CJK>
0x5B53	0x587E	# <CJK>
0x5B54	0x58BC	# <CJK>
0x5B55	0x58C5	# <CJK>
0x5B56	0x58D1	# <CJK>
0x5B57	0x5729	# <CJK>
0x5B58	0x572C	# <CJK>
0x5B59	0x572A	# <CJK>
0x5B5A	0x5733	# <CJK>
0x5B5B	0x5739	# <CJK>
0x5B5C	0x572E	# <CJK>
0x5B5D	0x572F	# <CJK>
0x5B5E	0x575C	# <CJK>
0x5B5F	0x573B	# <CJK>
0x5B60	0x5742	# <CJK>
0x5B61	0x5769	# <CJK>
0x5B62	0x5785	# <CJK>
0x5B63	0x576B	# <CJK>
0x5B64	0x5786	# <CJK>
0x5B65	0x577C	# <CJK>
0x5B66	0x577B	# <CJK>
0x5B67	0x5768	# <CJK>
0x5B68	0x576D	# <CJK>
0x5B69	0x5776	# <CJK>
0x5B6A	0x5773	# <CJK>
0x5B6B	0x57AD	# <CJK>
0x5B6C	0x57A4	# <CJK>
0x5B6D	0x578C	# <CJK>
0x5B6E	0x57B2	# <CJK>
0x5B6F	0x57CF	# <CJK>
0x5B70	0x57A7	# <CJK>
0x5B71	0x57B4	# <CJK>
0x5B72	0x5793	# <CJK>
0x5B73	0x57A0	# <CJK>
0x5B74	0x57D5	# <CJK>
0x5B75	0x57D8	# <CJK>
0x5B76	0x57DA	# <CJK>
0x5B77	0x57D9	# <CJK>
0x5B78	0x57D2	# <CJK>
0x5B79	0x57B8	# <CJK>
0x5B7A	0x57F4	# <CJK>
0x5B7B	0x57EF	# <CJK>
0x5B7C	0x57F8	# <CJK>
0x5B7D	0x57E4	# <CJK>
0x5B7E	0x57DD	# <CJK>
0x5C21	0x580B	# <CJK>
0x5C22	0x580D	# <CJK>
0x5C23	0x57FD	# <CJK>
0x5C24	0x57ED	# <CJK>
0x5C25	0x5800	# <CJK>
0x5C26	0x581E	# <CJK>
0x5C27	0x5819	# <CJK>
0x5C28	0x5844	# <CJK>
0x5C29	0x5820	# <CJK>
0x5C2A	0x5865	# <CJK>
0x5C2B	0x586C	# <CJK>
0x5C2C	0x5881	# <CJK>
0x5C2D	0x5889	# <CJK>
0x5C2E	0x589A	# <CJK>
0x5C2F	0x5880	# <CJK>
0x5C30	0x99A8	# <CJK>
0x5C31	0x9F19	# <CJK>
0x5C32	0x61FF	# <CJK>
0x5C33	0x8279	# <CJK>
0x5C34	0x827D	# <CJK>
0x5C35	0x827F	# <CJK>
0x5C36	0x828F	# <CJK>
0x5C37	0x828A	# <CJK>
0x5C38	0x82A8	# <CJK>
0x5C39	0x8284	# <CJK>
0x5C3A	0x828E	# <CJK>
0x5C3B	0x8291	# <CJK>
0x5C3C	0x8297	# <CJK>
0x5C3D	0x8299	# <CJK>
0x5C3E	0x82AB	# <CJK>
0x5C3F	0x82B8	# <CJK>
0x5C40	0x82BE	# <CJK>
0x5C41	0x82B0	# <CJK>
0x5C42	0x82C8	# <CJK>
0x5C43	0x82CA	# <CJK>
0x5C44	0x82E3	# <CJK>
0x5C45	0x8298	# <CJK>
0x5C46	0x82B7	# <CJK>
0x5C47	0x82AE	# <CJK>
0x5C48	0x82CB	# <CJK>
0x5C49	0x82CC	# <CJK>
0x5C4A	0x82C1	# <CJK>
0x5C4B	0x82A9	# <CJK>
0x5C4C	0x82B4	# <CJK>
0x5C4D	0x82A1	# <CJK>
0x5C4E	0x82AA	# <CJK>
0x5C4F	0x829F	# <CJK>
0x5C50	0x82C4	# <CJK>
0x5C51	0x82CE	# <CJK>
0x5C52	0x82A4	# <CJK>
0x5C53	0x82E1	# <CJK>
0x5C54	0x8309	# <CJK>
0x5C55	0x82F7	# <CJK>
0x5C56	0x82E4	# <CJK>
0x5C57	0x830F	# <CJK>
0x5C58	0x8307	# <CJK>
0x5C59	0x82DC	# <CJK>
0x5C5A	0x82F4	# <CJK>
0x5C5B	0x82D2	# <CJK>
0x5C5C	0x82D8	# <CJK>
0x5C5D	0x830C	# <CJK>
0x5C5E	0x82FB	# <CJK>
0x5C5F	0x82D3	# <CJK>
0x5C60	0x8311	# <CJK>
0x5C61	0x831A	# <CJK>
0x5C62	0x8306	# <CJK>
0x5C63	0x8314	# <CJK>
0x5C64	0x8315	# <CJK>
0x5C65	0x82E0	# <CJK>
0x5C66	0x82D5	# <CJK>
0x5C67	0x831C	# <CJK>
0x5C68	0x8351	# <CJK>
0x5C69	0x835B	# <CJK>
0x5C6A	0x835C	# <CJK>
0x5C6B	0x8308	# <CJK>
0x5C6C	0x8392	# <CJK>
0x5C6D	0x833C	# <CJK>
0x5C6E	0x8334	# <CJK>
0x5C6F	0x8331	# <CJK>
0x5C70	0x839B	# <CJK>
0x5C71	0x835E	# <CJK>
0x5C72	0x832F	# <CJK>
0x5C73	0x834F	# <CJK>
0x5C74	0x8347	# <CJK>
0x5C75	0x8343	# <CJK>
0x5C76	0x835F	# <CJK>
0x5C77	0x8340	# <CJK>
0x5C78	0x8317	# <CJK>
0x5C79	0x8360	# <CJK>
0x5C7A	0x832D	# <CJK>
0x5C7B	0x833A	# <CJK>
0x5C7C	0x8333	# <CJK>
0x5C7D	0x8366	# <CJK>
0x5C7E	0x8365	# <CJK>
0x5D21	0x8368	# <CJK>
0x5D22	0x831B	# <CJK>
0x5D23	0x8369	# <CJK>
0x5D24	0x836C	# <CJK>
0x5D25	0x836A	# <CJK>
0x5D26	0x836D	# <CJK>
0x5D27	0x836E	# <CJK>
0x5D28	0x83B0	# <CJK>
0x5D29	0x8378	# <CJK>
0x5D2A	0x83B3	# <CJK>
0x5D2B	0x83B4	# <CJK>
0x5D2C	0x83A0	# <CJK>
0x5D2D	0x83AA	# <CJK>
0x5D2E	0x8393	# <CJK>
0x5D2F	0x839C	# <CJK>
0x5D30	0x8385	# <CJK>
0x5D31	0x837C	# <CJK>
0x5D32	0x83B6	# <CJK>
0x5D33	0x83A9	# <CJK>
0x5D34	0x837D	# <CJK>
0x5D35	0x83B8	# <CJK>
0x5D36	0x837B	# <CJK>
0x5D37	0x8398	# <CJK>
0x5D38	0x839E	# <CJK>
0x5D39	0x83A8	# <CJK>
0x5D3A	0x83BA	# <CJK>
0x5D3B	0x83BC	# <CJK>
0x5D3C	0x83C1	# <CJK>
0x5D3D	0x8401	# <CJK>
0x5D3E	0x83E5	# <CJK>
0x5D3F	0x83D8	# <CJK>
0x5D40	0x5807	# <CJK>
0x5D41	0x8418	# <CJK>
0x5D42	0x840B	# <CJK>
0x5D43	0x83DD	# <CJK>
0x5D44	0x83FD	# <CJK>
0x5D45	0x83D6	# <CJK>
0x5D46	0x841C	# <CJK>
0x5D47	0x8438	# <CJK>
0x5D48	0x8411	# <CJK>
0x5D49	0x8406	# <CJK>
0x5D4A	0x83D4	# <CJK>
0x5D4B	0x83DF	# <CJK>
0x5D4C	0x840F	# <CJK>
0x5D4D	0x8403	# <CJK>
0x5D4E	0x83F8	# <CJK>
0x5D4F	0x83F9	# <CJK>
0x5D50	0x83EA	# <CJK>
0x5D51	0x83C5	# <CJK>
0x5D52	0x83C0	# <CJK>
0x5D53	0x8426	# <CJK>
0x5D54	0x83F0	# <CJK>
0x5D55	0x83E1	# <CJK>
0x5D56	0x845C	# <CJK>
0x5D57	0x8451	# <CJK>
0x5D58	0x845A	# <CJK>
0x5D59	0x8459	# <CJK>
0x5D5A	0x8473	# <CJK>
0x5D5B	0x8487	# <CJK>
0x5D5C	0x8488	# <CJK>
0x5D5D	0x847A	# <CJK>
0x5D5E	0x8489	# <CJK>
0x5D5F	0x8478	# <CJK>
0x5D60	0x843C	# <CJK>
0x5D61	0x8446	# <CJK>
0x5D62	0x8469	# <CJK>
0x5D63	0x8476	# <CJK>
0x5D64	0x848C	# <CJK>
0x5D65	0x848E	# <CJK>
0x5D66	0x8431	# <CJK>
0x5D67	0x846D	# <CJK>
0x5D68	0x84C1	# <CJK>
0x5D69	0x84CD	# <CJK>
0x5D6A	0x84D0	# <CJK>
0x5D6B	0x84E6	# <CJK>
0x5D6C	0x84BD	# <CJK>
0x5D6D	0x84D3	# <CJK>
0x5D6E	0x84CA	# <CJK>
0x5D6F	0x84BF	# <CJK>
0x5D70	0x84BA	# <CJK>
0x5D71	0x84E0	# <CJK>
0x5D72	0x84A1	# <CJK>
0x5D73	0x84B9	# <CJK>
0x5D74	0x84B4	# <CJK>
0x5D75	0x8497	# <CJK>
0x5D76	0x84E5	# <CJK>
0x5D77	0x84E3	# <CJK>
0x5D78	0x850C	# <CJK>
0x5D79	0x750D	# <CJK>
0x5D7A	0x8538	# <CJK>
0x5D7B	0x84F0	# <CJK>
0x5D7C	0x8539	# <CJK>
0x5D7D	0x851F	# <CJK>
0x5D7E	0x853A	# <CJK>
0x5E21	0x8556	# <CJK>
0x5E22	0x853B	# <CJK>
0x5E23	0x84FF	# <CJK>
0x5E24	0x84FC	# <CJK>
0x5E25	0x8559	# <CJK>
0x5E26	0x8548	# <CJK>
0x5E27	0x8568	# <CJK>
0x5E28	0x8564	# <CJK>
0x5E29	0x855E	# <CJK>
0x5E2A	0x857A	# <CJK>
0x5E2B	0x77A2	# <CJK>
0x5E2C	0x8543	# <CJK>
0x5E2D	0x8572	# <CJK>
0x5E2E	0x857B	# <CJK>
0x5E2F	0x85A4	# <CJK>
0x5E30	0x85A8	# <CJK>
0x5E31	0x8587	# <CJK>
0x5E32	0x858F	# <CJK>
0x5E33	0x8579	# <CJK>
0x5E34	0x85AE	# <CJK>
0x5E35	0x859C	# <CJK>
0x5E36	0x8585	# <CJK>
0x5E37	0x85B9	# <CJK>
0x5E38	0x85B7	# <CJK>
0x5E39	0x85B0	# <CJK>
0x5E3A	0x85D3	# <CJK>
0x5E3B	0x85C1	# <CJK>
0x5E3C	0x85DC	# <CJK>
0x5E3D	0x85FF	# <CJK>
0x5E3E	0x8627	# <CJK>
0x5E3F	0x8605	# <CJK>
0x5E40	0x8629	# <CJK>
0x5E41	0x8616	# <CJK>
0x5E42	0x863C	# <CJK>
0x5E43	0x5EFE	# <CJK>
0x5E44	0x5F08	# <CJK>
0x5E45	0x593C	# <CJK>
0x5E46	0x5941	# <CJK>
0x5E47	0x8037	# <CJK>
0x5E48	0x5955	# <CJK>
0x5E49	0x595A	# <CJK>
0x5E4A	0x5958	# <CJK>
0x5E4B	0x530F	# <CJK>
0x5E4C	0x5C22	# <CJK>
0x5E4D	0x5C25	# <CJK>
0x5E4E	0x5C2C	# <CJK>
0x5E4F	0x5C34	# <CJK>
0x5E50	0x624C	# <CJK>
0x5E51	0x626A	# <CJK>
0x5E52	0x629F	# <CJK>
0x5E53	0x62BB	# <CJK>
0x5E54	0x62CA	# <CJK>
0x5E55	0x62DA	# <CJK>
0x5E56	0x62D7	# <CJK>
0x5E57	0x62EE	# <CJK>
0x5E58	0x6322	# <CJK>
0x5E59	0x62F6	# <CJK>
0x5E5A	0x6339	# <CJK>
0x5E5B	0x634B	# <CJK>
0x5E5C	0x6343	# <CJK>
0x5E5D	0x63AD	# <CJK>
0x5E5E	0x63F6	# <CJK>
0x5E5F	0x6371	# <CJK>
0x5E60	0x637A	# <CJK>
0x5E61	0x638E	# <CJK>
0x5E62	0x63B4	# <CJK>
0x5E63	0x636D	# <CJK>
0x5E64	0x63AC	# <CJK>
0x5E65	0x638A	# <CJK>
0x5E66	0x6369	# <CJK>
0x5E67	0x63AE	# <CJK>
0x5E68	0x63BC	# <CJK>
0x5E69	0x63F2	# <CJK>
0x5E6A	0x63F8	# <CJK>
0x5E6B	0x63E0	# <CJK>
0x5E6C	0x63FF	# <CJK>
0x5E6D	0x63C4	# <CJK>
0x5E6E	0x63DE	# <CJK>
0x5E6F	0x63CE	# <CJK>
0x5E70	0x6452	# <CJK>
0x5E71	0x63C6	# <CJK>
0x5E72	0x63BE	# <CJK>
0x5E73	0x6445	# <CJK>
0x5E74	0x6441	# <CJK>
0x5E75	0x640B	# <CJK>
0x5E76	0x641B	# <CJK>
0x5E77	0x6420	# <CJK>
0x5E78	0x640C	# <CJK>
0x5E79	0x6426	# <CJK>
0x5E7A	0x6421	# <CJK>
0x5E7B	0x645E	# <CJK>
0x5E7C	0x6484	# <CJK>
0x5E7D	0x646D	# <CJK>
0x5E7E	0x6496	# <CJK>
0x5F21	0x647A	# <CJK>
0x5F22	0x64B7	# <CJK>
0x5F23	0x64B8	# <CJK>
0x5F24	0x6499	# <CJK>
0x5F25	0x64BA	# <CJK>
0x5F26	0x64C0	# <CJK>
0x5F27	0x64D0	# <CJK>
0x5F28	0x64D7	# <CJK>
0x5F29	0x64E4	# <CJK>
0x5F2A	0x64E2	# <CJK>
0x5F2B	0x6509	# <CJK>
0x5F2C	0x6525	# <CJK>
0x5F2D	0x652E	# <CJK>
0x5F2E	0x5F0B	# <CJK>
0x5F2F	0x5FD2	# <CJK>
0x5F30	0x7519	# <CJK>
0x5F31	0x5F11	# <CJK>
0x5F32	0x535F	# <CJK>
0x5F33	0x53F1	# <CJK>
0x5F34	0x53FD	# <CJK>
0x5F35	0x53E9	# <CJK>
0x5F36	0x53E8	# <CJK>
0x5F37	0x53FB	# <CJK>
0x5F38	0x5412	# <CJK>
0x5F39	0x5416	# <CJK>
0x5F3A	0x5406	# <CJK>
0x5F3B	0x544B	# <CJK>
0x5F3C	0x5452	# <CJK>
0x5F3D	0x5453	# <CJK>
0x5F3E	0x5454	# <CJK>
0x5F3F	0x5456	# <CJK>
0x5F40	0x5443	# <CJK>
0x5F41	0x5421	# <CJK>
0x5F42	0x5457	# <CJK>
0x5F43	0x5459	# <CJK>
0x5F44	0x5423	# <CJK>
0x5F45	0x5432	# <CJK>
